"","gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"3390","LOC105378962",105378962,NA,"L6b",0.401,0.128,3.66748304276332,2.54210553084281,0.654,0.308,0,0
"3391","LOC105378963",105378963,NA,"L6b",0.381,0.043,3.69340516105767,2.56007337405267,0.673,0.346,0,0
"3392","LOC105378964",105378964,NA,"L6b",0.49,0.137,3.88906365431982,2.69569350700994,0.7,0.4,0,0
"3393","LOC105378976",105378976,NA,"LAMP5",0.429,0.192,2.72376268746134,1.88796842732821,0.637,0.274,0,0
"3394","LOC105379037",105379037,NA,"L2/3 IT",0.514,0.165,3.43883252261077,2.3836170674655,0.7,0.4,0,0
"3395","LOC105379054",105379054,NA,"OPC",0.726,0.031,6.60028042493134,4.57496576744616,0.854,0.708,0,0
"3396","LOC105379069",105379069,NA,"VIP",0.514,0.113,4.05281583505207,2.80919786939504,0.719,0.438,0,0
"3397","LOC105379082",105379082,NA,"VLMC",1,0.481,5.0434501807783,3.49585327310103,0.999,0.998,1.42509159500354e-14,7.1655030488373e-10
"3398","LOC105379146",105379146,NA,"PAX6",0.458,0.335,2.19422756217101,1.52092264822576,0.589,0.178,1.25902288987773e-35,6.33049299259422e-31
"3399","LOC105379168",105379168,NA,"VLMC",0.455,0.254,2.90533223487372,2.01382284719264,0.615,0.23,NA,NA
"3400","LOC105379168",105379168,NA,"LAMP5",0.387,0.247,3.19656067269187,2.21568701776517,0.593,0.186,0,0
"3401","LOC105379168",105379168,NA,"PAX6",0.446,0.252,2.53482204266794,1.75700475209648,0.621,0.242,2.01419955126285e-55,1.01275967637047e-50
"3402","LOC105379168",105379168,NA,"SST",0.373,0.248,2.60362338869649,1.8046942111149,0.583,0.166,2.38728322080535e-216,1.20034987625314e-211
"3403","LOC105379218",105379218,NA,"L5/6 NP",0.94,0.386,2.46867761764792,1.7111569303841,0.883,0.766,0,0
"3404","LOC105379362",105379362,NA,"Astrocyte",0.402,0.218,3.54945025104034,2.4602914340464,0.617,0.234,6.03156319659149e-187,3.03273029087817e-182
"3405","LOC105379364",105379364,NA,"Astrocyte",0.682,0.521,4.46364335965022,3.09396180976667,0.675,0.35,0,0
"3406","LOC105379510",105379510,NA,"Astrocyte",0.979,0.964,2.11281804762423,1.4644938727469,0.741,0.482,0,0
"3407","LOC146880",146880,NA,"Microglia",0.577,0.708,2.32984238507364,1.61492368036284,0.513,0.026,4.81369527695176e-72,2.42037412220411e-67
"3408","LOC255187",255187,NA,"Oligodendrocyte",0.424,0.073,7.09119212900414,4.91523983102809,0.689,0.378,0,0
"3409","LOC256880",256880,NA,"VLMC",0.545,0.232,3.25007274142317,2.25277875733221,0.657,0.314,NA,NA
"3410","LOC284581",284581,NA,"VLMC",0.545,0.521,2.88564707904121,2.00017813692846,0.587,0.174,0.023826665154699,1
"3411","LOC285500",285500,NA,"Astrocyte",0.568,0.446,2.11798262524941,1.46807368516658,0.606,0.212,6.8716889149099e-99,3.45515390330585e-94
"3412","LOC285500",285500,NA,"Oligodendrocyte",0.549,0.445,3.58064633459791,2.48191491140884,0.609,0.218,0,0
"3413","LOC285626",285626,NA,"Microglia",0.392,0.109,6.5874439213029,4.56606818114786,0.657,0.314,0,0
"3414","LOC285768",285768,NA,"L2/3 IT",0.365,0.212,2.05278606599626,1.42288287393805,0.591,0.182,0,0
