"","Gene","Entrez gene ID","Ensembl gene ID","Cell group","Prevalence in cell group ('pct.1')","Prevalence in all other cells ('pct.2')","Average log2 fold change","AUC from ROC test","Power from ROC test","Mast test p","Mast test FDR (q)","Used in MGP"
"1480","MAP7",9053,"ENSG00000135525","Oligodendrocyte",0.993,0.82,3.14104947928734,0.948,0.896,0,0,FALSE
"1481","ARHGAP23",57636,"ENSG00000273780, ENSG00000275832","Oligodendrocyte",0.811,0.559,3.12939469182578,0.756,0.512,0,0,FALSE
"1482","GAB1",2549,"ENSG00000109458","Oligodendrocyte",0.94,0.562,3.12432267193489,0.872,0.744,0,0,FALSE
"1483","SUN2",25777,"ENSG00000100242","Oligodendrocyte",0.393,0.154,3.11197247984056,0.633,0.266,2.77828303658575e-178,1.39694849362568e-173,FALSE
"1484","SHC4",399694,"ENSG00000185634","Oligodendrocyte",0.491,0.293,3.10821120253608,0.632,0.264,2.87931429651464e-169,1.44774802143053e-164,FALSE
"1485","BEST1",7439,"ENSG00000167995","Oligodendrocyte",0.612,0.392,3.10599704771173,0.667,0.334,3.18679169611559e-193,1.60235073272388e-188,FALSE
"1486","INF2",64423,"ENSG00000203485","Oligodendrocyte",0.532,0.268,3.09101523195987,0.673,0.346,4.48502924561384e-273,2.2551175549871e-268,FALSE
"1487","CHODL",140578,"ENSG00000154645","Oligodendrocyte",0.458,0.415,3.08998693896958,0.553,0.106,4.08448689434679e-97,2.05372085534651e-92,FALSE
"1488","ST3GAL4",6484,"ENSG00000110080","Oligodendrocyte",0.618,0.373,3.08825304847406,0.683,0.366,9.85662582980974e-273,4.95601003348663e-268,FALSE
"1489","DYSF",8291,"ENSG00000135636","Oligodendrocyte",0.49,0.398,3.0864740691218,0.593,0.186,2.91276132281392e-136,1.46456552072407e-131,FALSE
"1490","PDE1C",5137,"ENSG00000154678","Oligodendrocyte",0.969,0.733,3.08090683272614,0.894,0.788,0,0,FALSE
"1491","TCP11L2",255394,"ENSG00000166046","Oligodendrocyte",0.447,0.198,3.0700511968292,0.647,0.294,2.92297414568131e-201,1.46970063019002e-196,FALSE
"1492","NT5DC1",221294,"ENSG00000178425","Oligodendrocyte",0.563,0.299,3.05467771033876,0.678,0.356,1.28789692583309e-226,6.47567453278136e-222,FALSE
"1493","HIPK2",28996,"ENSG00000064393","Oligodendrocyte",0.922,0.579,3.0463099942481,0.854,0.708,0,0,FALSE
"1494","PHLPP1",23239,"ENSG00000081913","Oligodendrocyte",0.99,0.814,3.02096268047112,0.918,0.836,0,0,FALSE
"1495","CERS2",29956,"ENSG00000143418","Oligodendrocyte",0.354,0.177,3.01444231710212,0.604,0.208,4.73478314195349e-131,2.38069631160563e-126,FALSE
"1496","ARHGAP1",392,"ENSG00000175220","Oligodendrocyte",0.682,0.402,3.0036792887594,0.717,0.434,7.26276499386632e-322,3.65179086656593e-317,FALSE
"1497","SVIP",258010,"ENSG00000198168","Oligodendrocyte",0.616,0.407,2.98931279897438,0.697,0.394,0,0,FALSE
"1498","SLC25A13",10165,"ENSG00000004864","Oligodendrocyte",0.86,0.585,2.98672827595953,0.804,0.608,0,0,FALSE
"1499","SLC12A2",6558,"ENSG00000064651","Oligodendrocyte",0.905,0.609,2.98304511544246,0.828,0.656,0,0,FALSE
"1500","MEIS1",4211,"ENSG00000143995","Oligodendrocyte",0.591,0.395,2.97673431682896,0.673,0.346,0,0,FALSE
"1501","DNAJB2",3300,"ENSG00000135924","Oligodendrocyte",0.671,0.414,2.97511565624601,0.709,0.418,0,0,FALSE
"1502","MOB3B",79817,"ENSG00000120162","Oligodendrocyte",0.849,0.643,2.96992679263309,0.766,0.532,0,0,FALSE
"1503","HHATL",57467,"ENSG00000010282","Oligodendrocyte",0.577,0.221,2.95625164071639,0.71,0.42,7.75356624207752e-295,3.898570642179e-290,FALSE
"1504","COL9A2",1298,"ENSG00000049089","Oligodendrocyte",0.699,0.145,2.93331138252304,0.794,0.588,0,0,FALSE
"1505","EFS",10278,"ENSG00000100842","Oligodendrocyte",0.37,0.08,2.92499977670668,0.65,0.3,4.3068016629915e-220,2.16550294416875e-215,FALSE
"1506","RYBP",23429,"ENSG00000281766, ENSG00000163602","Oligodendrocyte",0.766,0.483,2.92100878769089,0.745,0.49,1.12546398302537e-308,5.65894545304987e-304,FALSE
"1507","UNC5B",219699,"ENSG00000107731","Oligodendrocyte",0.515,0.195,2.91659316623041,0.685,0.37,2.53468881065007e-260,1.27446688088296e-255,FALSE
"1508","FRYL",285527,"ENSG00000075539","Oligodendrocyte",0.981,0.858,2.91537466237432,0.903,0.806,0,0,FALSE
"1509","ERBB2IP",55914,"ENSG00000112851","Oligodendrocyte",0.967,0.791,2.89176484776594,0.869,0.738,0,0,FALSE
"1510","PLXNB3",5365,"ENSG00000198753","Oligodendrocyte",0.579,0.123,2.88398489158104,0.736,0.472,0,0,FALSE
"1511","ADIPOR2",79602,"ENSG00000285070, ENSG00000006831","Oligodendrocyte",0.752,0.514,2.8822308057362,0.725,0.45,2.88420864141098e-313,1.45020894698786e-308,FALSE
"1512","HIP1",3092,"ENSG00000127946","Oligodendrocyte",0.977,0.894,2.88215463412627,0.844,0.688,0,0,FALSE
"1513","LOC101927043",101927043,"ENSG00000234690","Oligodendrocyte",0.656,0.69,2.87478675681566,0.549,0.0980000000000001,2.96330244192947e-179,1.48997810082656e-174,FALSE
"1514","RGCC",28984,"ENSG00000102760","Oligodendrocyte",0.493,0.158,2.87243767902018,0.686,0.372,2.24611441330302e-257,1.12936878815289e-252,FALSE
"1515","NEK3",4752,"ENSG00000136098","Oligodendrocyte",0.477,0.158,2.87143423152091,0.677,0.354,5.96856795312546e-252,3.00105565251101e-247,FALSE
"1516","SPSB1",80176,"ENSG00000171621","Oligodendrocyte",0.384,0.25,2.8694941791095,0.589,0.178,6.29890337983939e-131,3.16715160841705e-126,FALSE
"1517","LPGAT1",9926,"ENSG00000123684","Oligodendrocyte",0.892,0.705,2.86664042712459,0.798,0.596,0,0,FALSE
"1518","KIAA1598",57698,"ENSG00000187164","Oligodendrocyte",0.955,0.781,2.86546710526496,0.85,0.7,0,0,FALSE
"1519","SEMA3C",10512,"ENSG00000075223","Oligodendrocyte",0.638,0.389,2.86247272944177,0.689,0.378,2.31442055386305e-247,1.16371379868788e-242,FALSE
"1520","COLGALT2",23127,"ENSG00000198756","Oligodendrocyte",0.854,0.601,2.86021315824968,0.786,0.572,0,0,FALSE
"1521","CCP110",9738,"ENSG00000103540","Oligodendrocyte",0.723,0.47,2.85554722150938,0.719,0.438,1.34490700705095e-267,6.7623269221529e-263,FALSE
"1522","NCKAP5",344148,"ENSG00000176771","Oligodendrocyte",0.99,0.79,2.84794143832832,0.913,0.826,0,0,FALSE
"1523","RASSF2",9770,"ENSG00000101265","Oligodendrocyte",0.634,0.336,2.84657166866031,0.707,0.414,2.10230815639161e-315,1.05706156411527e-310,FALSE
"1524","DOCK10",55619,"ENSG00000135905","Oligodendrocyte",0.996,0.6,2.83528732907548,0.929,0.858,0,0,FALSE
"1525","CFL2",1073,"ENSG00000165410","Oligodendrocyte",0.357,0.212,2.83304289251352,0.592,0.184,3.72482645573105e-107,1.87287999020613e-102,FALSE
"1526","YPEL2",388403,"ENSG00000175155","Oligodendrocyte",0.802,0.615,2.82730883665352,0.736,0.472,1.60687934390824e-318,8.079550029105e-314,FALSE
"1527","PPP1R16B",26051,"ENSG00000101445","Oligodendrocyte",0.82,0.613,2.81397467140815,0.743,0.486,1.509174322854e-294,7.58827941274217e-290,FALSE
"1528","TACR3",6870,"ENSG00000169836","Oligodendrocyte",0.293,0.352,2.81110981887792,0.483,0.034,1.23866478438562e-55,6.22813040236934e-51,FALSE
"1529","MYO1D",4642,"ENSG00000176658","Oligodendrocyte",0.983,0.936,2.80292457523012,0.824,0.648,0,0,FALSE
"1530","TTLL7",79739,"ENSG00000137941","Oligodendrocyte",0.994,0.799,2.79879874541695,0.941,0.882,0,0,FALSE
"1531","ZCCHC16",340595,"ENSG00000187823","Oligodendrocyte",0.425,0.467,2.79761607484149,0.508,0.016,1.97235361880808e-78,9.91719123072889e-74,FALSE
"1532","FAM102A",399665,"ENSG00000167106","Oligodendrocyte",0.527,0.322,2.79600251391208,0.642,0.284,1.61801415889021e-181,8.13553699231587e-177,FALSE
"1533","SH3D19",152503,"ENSG00000109686","Oligodendrocyte",0.847,0.625,2.79104802792855,0.768,0.536,0,0,FALSE
"1534","SORT1",6272,"ENSG00000134243","Oligodendrocyte",0.946,0.737,2.7805303224002,0.852,0.704,0,0,FALSE
"1535","ZDHHC20",253832,"ENSG00000180776","Oligodendrocyte",0.767,0.682,2.77470039306617,0.675,0.35,9.77857599063737e-204,4.91676579385238e-199,FALSE
"1536","CSRP1",1465,"ENSG00000159176","Oligodendrocyte",0.559,0.184,2.75375970778485,0.708,0.416,4.87142128935453e-292,2.44939933850035e-287,FALSE
"1537","OLMALINC",90271,"ENSG00000235823","Oligodendrocyte",0.479,0.207,2.75016613687017,0.659,0.318,2.05132039112641e-209,1.03142440586227e-204,FALSE
"1538","LINC00486",285045,"ENSG00000236854","Oligodendrocyte",0.747,0.628,2.74078136258929,0.618,0.236,5.7028152088363e-72,2.86743251515498e-67,FALSE
"1539","PDE4B",5142,"ENSG00000184588","Oligodendrocyte",0.998,0.881,2.73702038413944,0.948,0.896,0,0,FALSE
"1540","CPOX",1371,"ENSG00000080819","Oligodendrocyte",0.439,0.3,2.73654861029051,0.605,0.21,8.86596702277466e-144,4.45789687872132e-139,FALSE
"1541","KLHL32",114792,"ENSG00000186231","Oligodendrocyte",0.919,0.71,2.73616674255006,0.825,0.65,0,0,FALSE
"1542","FAM178B",51252,"ENSG00000168754","Oligodendrocyte",0.443,0.344,2.73057635598481,0.573,0.146,6.10945349671926e-78,3.07189431268541e-73,FALSE
"1543","SIK3",23387,"ENSG00000160584","Oligodendrocyte",0.996,0.947,2.71273096980659,0.93,0.86,0,0,FALSE
"1544","ATG4C",84938,"ENSG00000125703","Oligodendrocyte",0.809,0.558,2.7064597333038,0.756,0.512,5.05018668664733e-315,2.53928436791314e-310,FALSE
"1545","GXYLT2",727936,"ENSG00000172986","Oligodendrocyte",0.491,0.42,2.70531743775481,0.569,0.138,1.06763181471372e-82,5.36815952756204e-78,FALSE
"1546","PIK3C2B",5287,"ENSG00000133056","Oligodendrocyte",0.679,0.451,2.70395001278223,0.688,0.376,1.07118637068461e-237,5.38603219043931e-233,FALSE
"1547","PADI2",11240,"ENSG00000117115","Oligodendrocyte",0.697,0.229,2.70016900908263,0.768,0.536,0,0,FALSE
"1548","PALM2.AKAP2",NA,NA,"Oligodendrocyte",0.539,0.485,2.6941929190458,0.565,0.13,7.25052254032251e-68,3.64563523849956e-63,FALSE
"1549","CNTNAP4",85445,"ENSG00000152910","Oligodendrocyte",0.938,0.674,2.68725765924188,0.838,0.676,0,0,FALSE
"1550","LOC105371931",105371931,NA,"Oligodendrocyte",0.425,0.272,2.67191126823547,0.601,0.202,3.8795331133242e-124,1.95066804471054e-119,FALSE
"1551","SLC22A15",55356,"ENSG00000163393","Oligodendrocyte",0.736,0.571,2.67129407565376,0.697,0.394,1.12738963132677e-220,5.66862780527411e-216,FALSE
"1552","QKI",9444,"ENSG00000112531","Oligodendrocyte",0.999,0.875,2.66793136621657,0.957,0.914,0,0,FALSE
"1553","DEPTOR",64798,"ENSG00000155792","Oligodendrocyte",0.773,0.585,2.667033072013,0.711,0.422,1.97626258336499e-323,9.93684589541749e-319,FALSE
"1554","NXPE3",91775,"ENSG00000144815","Oligodendrocyte",0.569,0.376,2.66674666677305,0.645,0.29,2.16011327654036e-164,1.08612655657726e-159,FALSE
"1555","SVEP1",79987,"ENSG00000165124","Oligodendrocyte",0.66,0.584,2.66409165220637,0.6,0.2,7.7657842780876e-103,3.90471399286523e-98,FALSE
"1556","NENF",29937,"ENSG00000117691","Oligodendrocyte",0.611,0.507,2.66379314311359,0.661,0.322,2.17994423679401e-272,1.0960977617024e-267,FALSE
"1557","TESK2",10420,"ENSG00000070759","Oligodendrocyte",0.776,0.62,2.65660932701777,0.694,0.388,5.87175147940597e-268,2.95237536136012e-263,FALSE
"1558","SPOCK3",50859,"ENSG00000196104","Oligodendrocyte",0.995,0.731,2.65057154116016,0.918,0.836,0,0,FALSE
"1559","SH3GL3",6457,"ENSG00000140600","Oligodendrocyte",0.963,0.737,2.64984322873206,0.864,0.728,0,0,FALSE
"1560","SOX8",30812,"ENSG00000005513","Oligodendrocyte",0.357,0.12,2.64535088827278,0.627,0.254,1.736637921692e-160,8.73198913405954e-156,FALSE
"1561","PKD1L2",114780,"ENSG00000166473","Oligodendrocyte",0.578,0.529,2.6444043489619,0.574,0.148,3.08507089073395e-104,1.55120449456994e-99,FALSE
"1562","SEPT8",23176,"ENSG00000164402","Oligodendrocyte",0.633,0.532,2.63894178856786,0.663,0.326,0,0,FALSE
"1563","ATP10B",23120,"ENSG00000118322","Oligodendrocyte",0.862,0.585,2.63373325793055,0.798,0.596,0,0,FALSE
"1564","GATM",2628,"ENSG00000171766","Oligodendrocyte",0.685,0.343,2.62410483986456,0.726,0.452,5.04776449120985e-280,2.53806646382522e-275,FALSE
"1565","CYP27A1",1593,"ENSG00000135929","Oligodendrocyte",0.535,0.227,2.62169799684333,0.683,0.366,1.08219912933752e-246,5.44140544222196e-242,FALSE
"1566","CUEDC1",404093,"ENSG00000180891","Oligodendrocyte",0.736,0.438,2.62144369981554,0.733,0.466,0,0,FALSE
"1567","KCNJ10",3766,"ENSG00000177807","Oligodendrocyte",0.558,0.143,2.61959353528931,0.716,0.432,1.70478551586311e-310,8.57183205231132e-306,FALSE
"1568","UNC5C",8633,"ENSG00000182168","Oligodendrocyte",0.983,0.85,2.61483601204862,0.891,0.782,0,0,FALSE
"1569","LOC646652",646652,NA,"Oligodendrocyte",0.385,0.197,2.60868286897033,NA,NA,3.18668901187044e-150,1.60229910205858e-145,FALSE
"1570","AATK",9625,"ENSG00000181409","Oligodendrocyte",0.581,0.411,2.60582334785616,0.644,0.288,2.5131709601544e-201,1.26364749047524e-196,FALSE
"1571","LOC101927026",101927026,"ENSG00000260071","Oligodendrocyte",0.849,0.841,2.60203339880886,0.606,0.212,3.17006811431712e-118,1.59394194855979e-113,FALSE
"1572","MIR219A2",407003,"ENSG00000284185","Oligodendrocyte",0.579,0.013,2.60151786200808,0.785,0.57,0,0,FALSE
"1573","IQGAP1",8826,"ENSG00000140575","Oligodendrocyte",0.788,0.633,2.60103349754268,0.698,0.396,2.39000915797826e-218,1.20172050472305e-213,FALSE
"1574","S100B",6285,"ENSG00000160307","Oligodendrocyte",0.716,0.22,2.60066287979402,0.774,0.548,0,0,FALSE
"1575","FEZ1",9638,"ENSG00000149557","Oligodendrocyte",0.778,0.654,2.58822703853979,0.7,0.4,1.36967056362212e-214,6.88684056094836e-210,FALSE
"1576","SHB",6461,"ENSG00000107338","Oligodendrocyte",0.406,0.256,2.5878923114744,0.596,0.192,1.55587361061827e-108,7.8230881015497e-104,FALSE
"1577","LINC01411",101928176,NA,"Oligodendrocyte",0.522,0.317,2.58494046049085,0.65,0.3,4.02676400392069e-246,2.02469720881136e-241,FALSE
"1578","LRRC1",55227,"ENSG00000137269","Oligodendrocyte",0.567,0.344,2.58486569823141,NA,NA,5.57691206765253e-188,2.80412715673637e-183,FALSE
"1579","CDK19",23097,"ENSG00000155111","Oligodendrocyte",0.93,0.828,2.58101811599484,0.761,0.522,0,0,FALSE
"1580","RFTN2",130132,"ENSG00000162944","Oligodendrocyte",0.886,0.561,2.57749890386257,0.811,0.622,0,0,FALSE
"1581","JAM3",83700,"ENSG00000166086","Oligodendrocyte",0.835,0.599,2.5765460757568,0.758,0.516,7.65672206900565e-302,3.84987642351673e-297,FALSE
"1582","LSS",4047,"ENSG00000281289, ENSG00000160285","Oligodendrocyte",0.619,0.4,2.56559705060466,0.673,0.346,1.1777024449594e-212,5.92160566350034e-208,FALSE
"1583","SEMA4D",10507,"ENSG00000187764","Oligodendrocyte",0.863,0.615,2.56451601646476,0.783,0.566,0,0,FALSE
"1584","SH3GLB2",56904,"ENSG00000148341","Oligodendrocyte",0.654,0.477,2.56236997639707,0.685,0.37,1.63249452029739e-294,8.20834569750732e-290,FALSE
"1585","ARHGEF37",389337,"ENSG00000183111","Oligodendrocyte",0.535,0.403,2.55718285245548,0.604,0.208,1.07003152009446e-103,5.38022548618697e-99,FALSE
"1586","SEMA6A",57556,"ENSG00000092421","Oligodendrocyte",0.832,0.459,2.55205978263167,0.79,0.58,0,0,FALSE
"1587","TUBB4A",10382,"ENSG00000104833","Oligodendrocyte",0.651,0.413,2.54858691151955,0.667,0.334,2.88625636118505e-152,1.45123856096745e-147,FALSE
"1588","LANCL1.AS1",NA,NA,"Oligodendrocyte",0.361,0.28,2.54421859349526,0.559,0.118,1.20509896923324e-69,6.05935812720165e-65,FALSE
"1589","LINC00883",344595,"ENSG00000243701","Oligodendrocyte",0.71,0.558,2.54394515409924,0.676,0.352,9.9633904178711e-171,5.00969233600977e-166,FALSE
"1590","ACSL1",2180,"ENSG00000151726","Oligodendrocyte",0.447,0.32,2.53482307301791,0.59,0.18,8.64854921605088e-87,4.34857703132254e-82,FALSE
"1591","TRIM2",23321,"ENSG00000109654","Oligodendrocyte",0.992,0.872,2.53416805168739,0.903,0.806,0,0,FALSE
"1592","MOSPD2",158747,"ENSG00000130150","Oligodendrocyte",0.521,0.364,2.52530099661571,0.62,0.24,2.88953537908433e-114,1.45288728395739e-109,FALSE
"1593","MEGF10",84466,"ENSG00000145794","Oligodendrocyte",0.752,0.365,2.51112551878294,0.759,0.518,0,0,FALSE
"1594","TMCC3",57458,"ENSG00000057704","Oligodendrocyte",0.592,0.323,2.50800576977217,0.683,0.366,1.16430881277195e-256,5.85426114149866e-252,FALSE
"1595","ENDOD1",23052,"ENSG00000149218","Oligodendrocyte",0.464,0.318,2.50579471841086,0.607,0.214,3.10193264096906e-111,1.55968275120565e-106,FALSE
"1596","IL1RAPL1",11141,"ENSG00000169306","Oligodendrocyte",1,0.968,2.50555822796069,0.97,0.94,0,0,FALSE
"1597","CYP1B1",1545,"ENSG00000138061","VLMC",0.727,0.011,8.89457298358104,0.861,0.722,6.20268029040201e-19,3.11876967681704e-14,TRUE
"1598","ADAMTS12",81792,"ENSG00000281690, ENSG00000151388","VLMC",1,0.344,8.72592233294831,0.999,0.998,1.39350197886902e-73,7.00666729995129e-69,FALSE
"1599","LOC105378145",105378145,NA,"VLMC",0.636,0.11,8.19647579718325,0.797,0.594,6.80971792858415e-55,3.42399427167139e-50,FALSE
"1600","FLVCR2",55640,"ENSG00000119686","VLMC",0.909,0.097,8.15490626094649,0.944,0.888,4.94470066158315e-43,2.48624493965063e-38,TRUE
"1601","COL15A1",1306,"ENSG00000204291","VLMC",1,0.093,8.02285926558857,0.998,0.996,7.30991195746821e-35,3.67549683133459e-30,TRUE
"1602","KCNK17",89822,"ENSG00000124780","VLMC",0.727,0.026,7.95427863909236,0.86,0.72,7.51225907040986e-52,3.77723898319278e-47,TRUE
"1603","LOC102724210",102724210,NA,"VLMC",0.727,0.332,7.6535924014413,0.758,0.516,8.4431747826303e-48,4.24531271245434e-43,FALSE
"1604","COL6A3",1293,"ENSG00000163359","VLMC",0.727,0.059,7.437224751676,0.854,0.708,3.61341441676693e-21,1.81686090289458e-16,TRUE
"1605","LOC101927263",101927263,NA,"VLMC",0.545,0.049,7.28193579850006,0.756,0.512,2.21628002976163e-08,0.00111436776176444,FALSE
"1606","OGN",4969,"ENSG00000106809","VLMC",0.545,0.036,7.20859362935453,0.764,0.528,5.85972324020625e-15,2.9463274424081e-10,TRUE
"1607","LOC105378146",105378146,NA,"VLMC",0.545,0.03,7.06411590437277,0.764,0.528,7.72930178510464e-11,3.88637023056846e-06,FALSE
"1608","ISLR",3671,"ENSG00000288508, ENSG00000129009","VLMC",0.636,0.034,7.02436226523506,0.809,0.618,5.70763539129264e-13,2.86985615109585e-08,TRUE
"1609","LOC101928584",101928584,NA,"VLMC",0.455,0.007,6.98516571010741,0.725,0.45,6.1969384775281e-09,0.00031158826358859,FALSE
"1610","FAM180A",389558,"ENSG00000189320","VLMC",0.455,0.047,6.92463381837899,0.712,0.424,3.33373238731914e-23,1.67623398166793e-18,TRUE
"1611","ABCA4",24,"ENSG00000198691","VLMC",0.636,0.09,6.90618347974916,0.8,0.6,2.28346037734645e-16,1.14814671233357e-11,TRUE
"1612","ISM1",140862,"ENSG00000101230","VLMC",0.455,0.066,6.88998556321285,0.708,0.416,3.76875034429819e-10,1.89496536061657e-05,TRUE
"1613","COL13A1",1305,"ENSG00000197467","VLMC",0.727,0.105,6.86262442398349,0.849,0.698,6.81055665767081e-21,3.42441599304346e-16,TRUE
"1614","LOC105377979",105377979,NA,"VLMC",0.818,0.23,6.73839561727514,0.872,0.744,2.07466698322095e-46,1.04316330583332e-41,FALSE
"1615","CYTL1",54360,"ENSG00000170891","VLMC",0.636,0.013,6.57812084952664,0.812,0.624,5.32075313744461e-11,2.67532788503852e-06,TRUE
"1616","WDR86",349136,"ENSG00000187260","VLMC",0.727,0.11,6.53297423517484,0.836,0.672,8.81305418170166e-12,4.43129177310141e-07,TRUE
"1617","FMO2",2327,"ENSG00000094963","VLMC",0.364,0.005,6.52572220548813,0.68,0.36,4.66884426695783e-08,0.00234754158586907,TRUE
"1618","COL3A1",1281,"ENSG00000168542","VLMC",0.818,0.019,6.50743143790867,0.902,0.804,1.93810065119423e-14,9.7449638842697e-10,TRUE
"1619","TNFRSF19",55504,"ENSG00000127863","VLMC",1,0.199,6.44937705721236,0.995,0.99,7.2170184852204e-20,3.62878906455367e-15,TRUE
"1620","LTBP2",4053,"ENSG00000119681","VLMC",0.455,0.157,6.41258418734131,0.672,0.344,2.28031184611434e-09,0.000114656359934475,TRUE
"1621","COL1A1",1277,"ENSG00000108821","VLMC",0.545,0.022,6.37345433039003,0.768,0.536,4.83482915057219e-19,2.4310004451992e-14,TRUE
"1622","SLC6A20",54716,"ENSG00000163817","VLMC",0.545,0.047,6.27738062215743,0.761,0.522,4.79496048763134e-12,2.41095408278592e-07,TRUE
"1623","STON1.GTF2A1L",NA,NA,"VLMC",0.455,0.109,6.26393621795335,0.691,0.382,5.8832078764462e-14,2.95813575235591e-09,FALSE
"1624","EDN3",1908,"ENSG00000124205","VLMC",0.727,0.029,6.25448049786158,0.858,0.716,4.12547915059269e-15,2.07433217170951e-10,TRUE
"1625","PCOLCE",5118,"ENSG00000106333","VLMC",0.364,0.04,6.20338837631644,0.664,0.328,0.000355652136453648,1,TRUE
"1626","LINC01088",100505875,NA,"VLMC",1,0.344,6.18539341117098,NA,NA,6.90898825491329e-24,3.47390838445295e-19,TRUE
"1627","ITIH2",3698,"ENSG00000151655","VLMC",0.909,0.33,6.14365382542207,0.923,0.846,3.70247080938886e-24,1.86163934766881e-19,TRUE
"1628","AKR1C2",1646,"ENSG00000151632","VLMC",0.909,0.139,6.1266932858069,0.937,0.874,1.01542249513898e-14,5.10564584780832e-10,TRUE
"1629","CEMIP",57214,"ENSG00000103888","VLMC",0.818,0.502,6.11489438190354,0.798,0.596,1.99022414411485e-08,0.00100070460190239,TRUE
"1630","CCDC80",151887,"ENSG00000091986","VLMC",0.455,0.06,6.04600318429694,0.707,0.414,4.18191802094317e-06,0.210271020011044,TRUE
"1631","FOXC1",2296,"ENSG00000054598","VLMC",0.545,0.005,6.02981014348272,0.771,0.542,1.17622781814272e-11,5.91419109240339e-07,TRUE
"1632","F13A1",2162,"ENSG00000124491","VLMC",0.636,0.284,6.01880601619758,0.746,0.492,7.27294855042275e-12,3.65691126063806e-07,TRUE
"1633","ITGA11",22801,"ENSG00000137809","VLMC",0.909,0.137,6.00830152144765,0.93,0.86,2.6540329030132e-13,1.33447428396407e-08,TRUE
"1634","RPS12P5",100271053,NA,"VLMC",0.455,0.012,5.98079789135531,0.724,0.448,6.06906369273936e-09,0.000305158591534628,FALSE
"1635","SLC16A12",387700,"ENSG00000152779","VLMC",0.818,0.141,5.97238909738318,0.893,0.786,4.37098295047382e-33,2.19777393732774e-28,TRUE
"1636","LOC105376481",105376481,NA,"VLMC",0.636,0.209,5.93684373682021,0.765,0.53,2.70380685027475e-12,1.35950112238665e-07,FALSE
"1637","LOC101927525",101927525,NA,"VLMC",0.364,0.091,5.90669861474235,0.645,0.29,1.53430485734036e-12,7.71463825319307e-08,FALSE
"1638","ROR2",4920,"ENSG00000169071","VLMC",0.636,0.463,5.83576246378164,0.689,0.378,1.0809872053072e-12,5.43531176700511e-08,TRUE
"1639","VIT",5212,"ENSG00000205221","VLMC",0.727,0.177,5.81941555457182,0.816,0.632,5.31509452889205e-11,2.67248268007221e-06,TRUE
"1640","ALDH1A2",8854,"ENSG00000128918","VLMC",0.818,0.192,5.81923094182232,0.871,0.742,9.98405190633225e-12,5.02008113902292e-07,TRUE
"1641","ANXA2",302,"ENSG00000182718","VLMC",0.636,0.14,5.78255766203553,0.782,0.564,2.60032047332206e-10,1.30746713719107e-05,TRUE
"1642","OLFML2A",169611,"ENSG00000185585","VLMC",0.364,0.129,5.71660889203,0.64,0.28,2.17520043814409e-21,1.09371253230323e-16,TRUE
"1643","SERPINE1",5054,"ENSG00000106366","VLMC",0.455,0.097,5.71590145038274,0.694,0.388,1.92180928244521e-12,9.66304925306276e-08,TRUE
"1644","FBLN2",2199,"ENSG00000163520","VLMC",0.818,0.151,5.68397547427306,0.878,0.756,3.38849964362246e-13,1.70377150580981e-08,TRUE
"1645","SERPINH1",871,"ENSG00000149257","VLMC",0.636,0.023,5.60579303951875,0.811,0.622,1.0271989367711e-10,5.16485897397878e-06,TRUE
"1646","COL4A6",1288,"ENSG00000197565","VLMC",0.455,0.212,5.57658914043723,0.648,0.296,1.821364012334e-11,9.15800039041658e-07,TRUE
