"","gene","entrez_id","ensembl_gene_id","nueron_or_not","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"710","SYT1",6857,"ENSG00000067715","Neuronal",0.998,0.501,3.36940257472986,0.984,0.968,0,0
"711","SYT13",57586,"ENSG00000019505","Neuronal",0.65,0.063,2.14441873012853,0.804,0.608,0,0
"712","SYT16",83851,"ENSG00000139973","Neuronal",0.988,0.387,2.04297300255892,0.938,0.876,0,0
"713","SYT7",9066,"ENSG00000011347","Neuronal",0.799,0.071,2.89180833761944,0.883,0.766,0,0
"714","SYTL5",94122,"ENSG00000147041","Neuronal",0.371,0.184,2.90458256734955,0.6,0.2,6.08649224894261e-230,3.06034916769083e-225
"715","TANC1",85461,"ENSG00000115183","Non-neuronal",0.781,0.581,2.5885195358194,0.737,0.474,0,0
"716","TBR1",10716,"ENSG00000136535","Neuronal",0.48,0.019,2.05292153494749,0.732,0.464,0,0
"717","TBXAS1",6916,"ENSG00000059377","Non-neuronal",0.436,0.339,4.19498928700668,0.592,0.184,0,0
"718","TCERG1L",256536,"ENSG00000176769","Neuronal",0.572,0.203,2.78768966486938,0.719,0.438,0,0
"719","TCF7L1",83439,"ENSG00000152284","Non-neuronal",0.557,0.561,2.1466674908647,0.564,0.128,0,0
"720","TENM3",55714,"ENSG00000218336","Neuronal",0.93,0.547,2.32680341645176,0.862,0.724,0,0
"721","TESK2",10420,"ENSG00000070759","Non-neuronal",0.72,0.667,2.2362593087043,0.634,0.268,0,0
"722","TESPA1",9840,"ENSG00000135426","Neuronal",0.542,0.048,2.71544287126331,0.753,0.506,0,0
"723","TF",7018,"ENSG00000091513","Non-neuronal",0.701,0.764,2.95374899420712,0.606,0.212,0,0
"724","TFEC",22797,"ENSG00000105967","Non-neuronal",0.298,0.411,2.8203093057736,0.468,0.0639999999999999,9.62818704832767e-296,4.84114872976964e-291
"725","THSD7B",80731,"ENSG00000144229","Neuronal",0.847,0.65,2.13339556369032,0.613,0.226,1.27553663242596e-240,6.41352574150097e-236
"726","TJP2",9414,"ENSG00000119139","Non-neuronal",0.538,0.502,2.08114145248457,0.568,0.136,3.66123430698964e-218,1.84090522189746e-213
"727","TLK2P1",646202,"NA","Neuronal",0.445,0.067,2.66177269115609,0.697,0.394,0,0
"728","TMCC3",57458,"ENSG00000057704","Non-neuronal",0.474,0.345,2.86615897477518,0.613,0.226,0,0
"729","TMEM123",114908,"ENSG00000152558","Non-neuronal",0.39,0.343,2.07096792456274,0.554,0.108,1.6154041221122e-235,8.12241346639237e-231
"730","TMEM144",55314,"ENSG00000164124","Non-neuronal",0.709,0.318,3.98764820151259,0.777,0.554,0,0
"731","TMEM151B",441151,"ENSG00000178233","Neuronal",0.642,0.032,2.02830244369516,0.808,0.616,0,0
"732","TMEM155",132332,"ENSG00000164112","Neuronal",0.371,0.015,2.17887493707106,0.678,0.356,0,0
"733","TMEM165",55858,"ENSG00000134851","Non-neuronal",0.632,0.692,2.23117751073022,0.592,0.184,0,0
"734","TMEM178A",130733,"ENSG00000152154","Neuronal",0.926,0.13,2.23105876804383,0.924,0.848,0,0
"735","TMEM261P1",100289059,"NA","Neuronal",0.829,0.067,3.53881560611371,0.902,0.804,0,0
"736","TMEM63A",9725,"ENSG00000196187","Non-neuronal",0.565,0.138,4.7147831800284,0.747,0.494,0,0
"737","TNS3",64759,"ENSG00000136205","Non-neuronal",0.669,0.542,3.14375619323867,0.676,0.352,0,0
"738","TRHDE",29953,"ENSG00000072657","Neuronal",0.83,0.39,2.67479215305996,0.809,0.618,0,0
"739","TRHDE.AS1",NA,"NA","Neuronal",0.467,0.025,2.46134723401748,0.722,0.444,0,0
"740","TRIM54",57159,"ENSG00000138100","Neuronal",0.403,0.111,2.2148578115949,0.659,0.318,0,0
"741","TRPC4",7223,"ENSG00000133107","Neuronal",0.535,0.179,2.31348163573203,0.698,0.396,0,0
"742","TRPM6",140803,"ENSG00000119121","Non-neuronal",0.394,0.382,2.17093424224683,0.539,0.0780000000000001,3.82946347449656e-181,1.92549252961162e-176
"743","TSC22D4",81628,"ENSG00000166925","Non-neuronal",0.539,0.163,3.45161902152008,0.722,0.444,0,0
"744","TSHZ2",128553,"ENSG00000182463","Neuronal",0.83,0.651,2.13880932574097,0.665,0.33,0,0
"745","TSPAN13",27075,"ENSG00000106537","Neuronal",0.831,0.116,2.21927058357504,0.883,0.766,0,0
"746","TSPAN15",23555,"ENSG00000099282","Non-neuronal",0.365,0.221,3.33721835920763,0.599,0.198,0,0
"747","TTYH2",94015,"ENSG00000141540","Non-neuronal",0.573,0.172,4.43716436630226,0.743,0.486,0,0
"748","UBE3A",7337,"ENSG00000114062","Neuronal",1,0.59,2.28654856289425,0.979,0.958,0,0
"749","UGT8",7368,"ENSG00000174607","Non-neuronal",0.522,0.104,5.37377515791094,0.733,0.466,0,0
"750","UNC13C",440279,"ENSG00000137766","Neuronal",0.867,0.453,2.7785545830108,0.828,0.656,0,0
"751","UNC5A",90249,"ENSG00000113763","Neuronal",0.702,0.074,2.3307144601358,0.83,0.66,0,0
"752","UNC5D",137970,"ENSG00000156687","Neuronal",0.962,0.535,2.73455200264424,0.911,0.822,0,0
"753","USP54",159195,"ENSG00000166348","Non-neuronal",0.675,0.615,2.26638949877522,0.63,0.26,0,0
"754","VAV1",7409,"ENSG00000141968","Non-neuronal",0.55,0.561,2.17520570924061,0.557,0.114,9.16208282848313e-204,4.6067868669896e-199
"755","VRK2",7444,"ENSG00000028116","Non-neuronal",0.427,0.312,2.8241621890528,0.6,0.2,0,0
"756","VSTM2A",222008,"ENSG00000170419","Neuronal",0.543,0.039,2.30233983500436,0.754,0.508,0,0
"757","VSTM2A.OT1",NA,"NA","Neuronal",0.352,0.012,2.49642717114652,0.67,0.34,0,0
"758","VWA5B2",90113,"ENSG00000145198","Neuronal",0.636,0.015,2.65925327078784,0.811,0.622,0,0
"759","VWC2L",402117,"ENSG00000174453","Neuronal",0.447,0.058,3.41629888802075,0.703,0.406,0,0
"760","WASF2",10163,"ENSG00000158195","Non-neuronal",0.682,0.671,2.04932653962725,0.582,0.164,4.08166098636273e-280,2.05229996055305e-275
"761","WBSCR17",64409,"ENSG00000185274","Neuronal",0.992,0.827,2.68510635330754,0.949,0.898,0,0
"762","WIPF1",7456,"ENSG00000115935","Non-neuronal",0.512,0.246,3.58582402969824,0.679,0.358,0,0
"763","WNT10B",7480,"ENSG00000169884","Neuronal",0.389,0.024,2.46335248018654,0.686,0.372,0,0
"764","YAP1",10413,"ENSG00000137693","Non-neuronal",0.396,0.28,3.21491985686679,0.595,0.19,0,0
"765","ZBBX",79740,"ENSG00000169064","Neuronal",0.719,0.174,2.9862300832737,0.811,0.622,0,0
"766","ZBTB20",26137,"ENSG00000181722","Non-neuronal",0.982,0.776,2.77779317908257,0.944,0.888,0,0
"767","ZCCHC24",219654,"ENSG00000165424","Non-neuronal",0.498,0.049,4.5491359942837,0.735,0.47,0,0
"768","ZDHHC9",51114,"ENSG00000188706","Non-neuronal",0.41,0.388,2.0512215104191,0.542,0.0840000000000001,5.17449833669409e-196,2.60178950867316e-191
"769","ZFHX3",463,"ENSG00000140836","Non-neuronal",0.698,0.583,2.28293669662072,0.65,0.3,0,0
"770","ZFHX4",79776,"ENSG00000091656","Non-neuronal",0.606,0.2,3.00024340960424,0.743,0.486,0,0
"771","ZHX2",22882,"ENSG00000178764","Non-neuronal",0.755,0.509,2.84187594747795,0.754,0.508,0,0
"772","ZMAT4",79698,"ENSG00000165061","Neuronal",0.925,0.398,3.99083481170632,0.916,0.832,0,0
"773","ZNF385B",151126,"ENSG00000144331","Neuronal",0.956,0.322,3.97661151342745,0.955,0.91,0,0
"774","ZNF385D",79750,"ENSG00000151789","Neuronal",0.916,0.651,2.35339369643947,0.75,0.5,0,0
"775","ZNF423",23090,"ENSG00000102935","Non-neuronal",0.51,0.467,2.14256637080187,0.579,0.158,0,0
"776","ZNF710",374655,"ENSG00000140548","Non-neuronal",0.576,0.579,2.23253964819106,0.56,0.12,3.36581122947203e-289,1.69236354429083e-284
"777","ZNF804B",219578,"ENSG00000182348","Neuronal",0.863,0.505,2.81693904175433,0.805,0.61,0,0
"778","ZNF831",128611,"ENSG00000124203","Neuronal",0.448,0.143,2.10781658373153,0.666,0.332,0,0
