"gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj","2ByFC_reference_group","2ByFC_avg_logFC","2ByFC_pct.2","2ByFC_p_val","2ByPct_reference_group","2ByPct_avg_logFC","2ByPct_pct.2","2ByPct_p_val"
"LOC105374976",105374976,NA,"L5/6 NP",0.383,0.106,2.78294897417207,0.654,0.308,3.71293747892636e-82,1.86690209377896e-77,"L6 CT",1.94312607716255,0.187,1.00470301682548e-12,"L6 CT",1.94312607716255,0.187,1.00470301682548e-12
"LOC105376102",105376102,NA,"L5/6 NP",0.557,0.05,3.63004640489206,0.764,0.528,1.49081279138135e-119,7.49595579634458e-115,"L6b",1.79854409196178,0.263,2.89599580637778e-17,"L6b",1.79854409196178,0.263,2.89599580637778e-17
"LOC105376103",105376103,NA,"L5/6 NP",0.635,0.07,3.66174795978954,0.8,0.6,1.90450209605775e-153,9.57602698918798e-149,"L6b",1.57990632673825,0.266,1.02785135640429e-18,"L6b",1.57990632673825,0.266,1.02785135640429e-18
"LOC105376987",105376987,NA,"L5/6 NP",0.401,0.118,2.83586628953617,0.659,0.318,3.60536855775831e-52,1.81281536452646e-47,"PVALB",1.43453472721775,0.28,6.85600522384237e-08,"PVALB",1.43453472721775,0.28,6.85600522384237e-08
"LOC105377401",105377401,NA,"L5/6 NP",0.383,0.071,3.16410671287759,0.666,0.332,1.49198520897927e-90,7.50185082926864e-86,"VLMC",-0.886555243239502,0.182,0.0892568633549741,"SST",1.4412114925657,0.188,1.25761074982471e-10
"LOC105378332",105378332,NA,"L5/6 NP",0.856,0.302,2.92057808839899,0.876,0.752,2.14997548973583e-151,1.08102917599407e-146,"OPC",2.04087992196217,0.252,2.9103894216402e-74,"IT",2.41019422828565,0.431,2.4484097387026e-76
"LOC643542",643542,NA,"L5/6 NP",0.826,0.251,2.58407409535953,0.855,0.71,1.05325390182367e-99,5.29586594375958e-95,"L6 CT",1.60714171744775,0.48,7.78074030918071e-26,"L6 CT",1.60714171744775,0.48,7.78074030918071e-26
"LOC729732",729732,NA,"L5/6 NP",1,0.714,2.73525542024727,0.987,0.974,1.03565927977785e-176,5.207398424651e-172,"L6b",1.44828743914927,0.985,6.67280124767397e-51,"L5 ET",2.06061716939593,1,1.26057981241457e-61
"MYHAS",100128560,NA,"L5/6 NP",0.743,0.233,3.24483036495708,0.818,0.636,1.35882531613333e-175,6.83230957204999e-171,"L6b",2.0150341800869,0.297,6.32302750239544e-31,"L5 ET",2.29906758154176,0.415,1.95444250972738e-10
"NPSR1.AS1",NA,NA,"L5/6 NP",0.988,0.414,4.98883028795317,0.991,0.982,0,0,"Endothelial",3.79468147014803,0.257,7.57830940906903e-91,"L6 CT",4.40183144619915,0.579,3.13334190497251e-160
"NREP.AS1",NA,NA,"L5/6 NP",0.413,0.108,2.8023507097923,0.668,0.336,4.6977904851474e-68,2.36209603383697e-63,"L5/6 IT Car3",0.972973372532514,0.262,0.0274189108183953,"L5/6 IT Car3",0.972973372532514,0.262,0.0274189108183953
"PCP4",5121,"ENSG00000183036","L5/6 NP",1,0.23,3.02931412413985,0.978,0.956,6.92764820631767e-174,3.48329079461859e-169,"VIP",2.14344655385648,0.302,1.53625897343629e-99,"L5 ET",2.47787837888953,0.831,4.24637507343996e-45
"PIWIL1",9271,"ENSG00000275051, ENSG00000125207","L5/6 NP",0.353,0.067,2.75260728757913,0.652,0.304,1.41059109157913e-56,7.09259306756901e-52,"PAX6",1.56105757124495,0.061,1.26047121982842e-07,"IT",2.28857395433255,0.106,3.22738866138661e-32
"QRFPR",84109,"ENSG00000186867","L5/6 NP",0.671,0.07,3.5154069050078,0.818,0.636,3.73085719352526e-134,1.87591230547644e-129,"SST",0.991539448187762,0.254,1.31348151038919e-19,"SST",0.991539448187762,0.254,1.31348151038919e-19
"RPS3AP34",100271260,NA,"L5/6 NP",0.832,0.105,2.71103200071326,0.887,0.774,1.28308833742939e-122,6.45149646942872e-118,"L6b",1.23385269603716,0.536,4.46786610118236e-19,"L6b",1.23385269603716,0.536,4.46786610118236e-19
"SAMD3",154075,"ENSG00000164483","L5/6 NP",0.88,0.237,2.9133950500952,0.902,0.804,2.55231075964582e-152,1.28332737305751e-147,"L5/6 IT Car3",0.545707697707157,0.8,0.0289251358300217,"L5/6 IT Car3",0.545707697707157,0.8,0.0289251358300217
"SLC9C1",285335,"ENSG00000172139, ENSG00000285044","L5/6 NP",0.635,0.21,3.23457002487187,0.757,0.514,6.54114750212276e-119,3.28895437554235e-114,"L5/6 IT Car3",2.27674204657632,0.308,2.60897989895767e-08,"L5 ET",2.5029322168149,0.477,1.45082120576954e-08
"TMEM155",132332,"ENSG00000164112","L5/6 NP",0.838,0.162,2.89814697844229,0.879,0.758,1.72256411720387e-108,8.66122463771277e-104,"L5/6 IT Car3",0.981167513176296,0.831,4.87960620848457e-05,"L5/6 IT Car3",0.981167513176296,0.831,4.87960620848457e-05
"TRA",6955,NA,"L5/6 NP",0.754,0.571,2.90498839141039,0.719,0.438,6.28298959184351e-128,3.15914999667484e-123,"PAX6",0.88032446065316,0.697,0.256852864070892,"PAX6",0.88032446065316,0.697,0.256852864070892
"TSHZ2",128553,"ENSG00000182463","L5/6 NP",1,0.69,3.00543580398433,0.991,0.982,4.00626651926986e-205,2.01439086855408e-200,"L5/6 IT Car3",1.73627742651735,0.908,3.76833111390297e-38,"L5/6 IT Car3",1.73627742651735,0.908,3.76833111390297e-38
"ADAMTSL1",92949,"ENSG00000178031","L6 CT",0.982,0.693,3.0769871530281,0.946,0.892,0,0,"L5/6 NP",0.747238125960281,0.88,8.98973468112072e-24,"L6b",1.09816603389748,0.926,8.95274652323958e-27
"EGFEM1P",93556,NA,"L6 CT",1,0.571,2.51131953935783,0.98,0.96,7.26824453302773e-215,3.65454603365167e-210,"L6b",0.571146566726561,1,9.98176289821302e-29,"L6b",0.571146566726561,1,9.98176289821302e-29
"LOC101927389",101927389,NA,"L6 CT",0.593,0.045,3.25430993988745,0.783,0.566,2.30146199376045e-165,1.15719810508269e-160,"IT",2.31267845840919,0.101,1.91326657283487e-83,"L5/6 IT Car3",2.69153057466843,0.108,4.53408857402948e-16
"LOC105371497",105371497,NA,"L6 CT",0.714,0.123,2.75054798539402,0.822,0.644,6.56275397882329e-153,3.29981832809214e-148,"IT",1.69565810293672,0.261,1.92049417082726e-60,"IT",1.69565810293672,0.261,1.92049417082726e-60
"LOC105371833",105371833,NA,"L6 CT",0.777,0.137,3.14772083502544,0.858,0.716,3.99599876514706e-215,2.00922813910359e-210,"VLMC",-0.159774178827424,0.182,0.000235595042336129,"L5/6 IT Car3",2.31927472147512,0.246,1.08917205858489e-19
"LOC105373592",105373592,NA,"L6 CT",0.927,0.533,2.87137079858234,0.888,0.776,9.3084450649319e-302,4.68037926309841e-297,"VLMC",0.373131987073756,0.818,0.000297674470504218,"VLMC",0.373131987073756,0.818,0.000297674470504218
"LOC105375776",105375776,NA,"L6 CT",0.546,0.008,3.59977375980782,0.77,0.54,5.37738293278523e-206,2.70380191243374e-201,"L5 ET",1.41639673224556,0.246,1.10691229599865e-05,"L5 ET",1.41639673224556,0.246,1.10691229599865e-05
"LOC105376591",105376591,NA,"L6 CT",0.722,0.145,2.69771311025539,0.82,0.64,4.18614410448466e-138,2.10483511717593e-133,"L6b",0.495341196286891,0.669,0.0477618842120621,"L6b",0.495341196286891,0.669,0.0477618842120621
"LOC440896",440896,NA,"L6 CT",0.601,0.083,2.61164041054847,0.774,0.548,1.0289738371282e-123,5.1737833504643e-119,"L5 ET",1.33858598398814,0.431,3.17281116794238e-08,"L5 ET",1.33858598398814,0.431,3.17281116794238e-08
"SEMA3E",9723,"ENSG00000170381","L6 CT",0.993,0.379,2.68701280811084,0.966,0.932,3.53386608387882e-284,1.77686320563511e-279,"L5/6 NP",0.0850006780662724,1,0.108321029852208,"L5/6 NP",0.0850006780662724,1,0.108321029852208
"SULF1",23213,"ENSG00000137573","L6 CT",0.974,0.273,2.9437373148539,0.96,0.92,7.21896870546353e-275,3.62976965479412e-270,"PVALB",0.667000177346849,0.752,7.60300000202735e-31,"L6b",0.870696706377221,0.861,7.2862967169139e-30
"CTGF",1490,"ENSG00000118523","L6b",0.972,0.106,3.14086828303223,0.966,0.932,0,0,"Endothelial",0.291730643594597,0.157,4.67534986162453e-49,"L6 CT",2.21797781426057,0.516,4.89736223577601e-81
"KRT17",3872,"ENSG00000128422","L6b",0.92,0.12,3.1180839732151,0.94,0.88,0,0,"L5/6 IT Car3",0.926264280888204,0.954,2.38228768226971e-10,"L5/6 IT Car3",0.926264280888204,0.954,2.38228768226971e-10
"LOC101927439",101927439,NA,"L6b",0.449,0.052,3.31392363916532,0.708,0.416,1.5415361127299e-182,7.75099772841723e-178,"L6 CT",1.93420471337904,0.11,1.16734328100467e-22,"L6 CT",1.93420471337904,0.11,1.16734328100467e-22
"LOC105377087",105377087,NA,"L6b",0.848,0.124,2.94732777065981,0.9,0.8,1.84080383318224e-281,9.25574575362361e-277,"L6 CT",0.972393034325049,0.458,3.60663671265781e-30,"L6 CT",0.972393034325049,0.458,3.60663671265781e-30
"LOC105377183",105377183,NA,"L6b",0.402,0.042,3.23185330342583,0.687,0.374,8.01017129932952e-154,4.02759423101587e-149,"L6 CT",1.68358660386315,0.103,1.98658548501446e-19,"L6 CT",1.68358660386315,0.103,1.98658548501446e-19
"LOC105378964",105378964,NA,"L6b",0.461,0.105,2.861464804779,0.694,0.388,4.4861208398727e-140,2.25566641949639e-135,"SST",1.08485096374679,0.162,4.45345611136693e-18,"L5/6 IT Car3",1.84370225927505,0.246,5.59732330275248e-06
"LRAT",9227,"ENSG00000121207","L6b",0.585,0.108,2.77492889663496,0.763,0.526,1.96365104441435e-198,9.87343381641977e-194,"Astrocyte",1.89893102084396,0.153,1.14419424459713e-78,"L5 ET",2.03267191989658,0.2,1.22873708356665e-09
"MDFIC",29969,"ENSG00000135272","L6b",0.752,0.242,2.65199991454877,0.821,0.642,4.65454210282262e-168,2.34035031472024e-163,"VLMC",0.432455759877313,0.727,0.162874841395565,"VLMC",0.432455759877313,0.727,0.162874841395565
"NPFFR2",10886,"ENSG00000056291","L6b",0.678,0.203,3.09332026629913,0.786,0.572,1.31795685984269e-205,6.62681888697502e-201,"L6 CT",2.13120169438181,0.337,4.90319335970704e-35,"VLMC",4.55471354852189,0.364,6.3334833236718e-05
"PCOLCE2",26577,"ENSG00000163710","L6b",0.796,0.131,2.62925537375456,0.869,0.738,5.73103903406337e-239,2.8816237367174e-234,"Pericyte",-0.534281994741945,0.312,5.20046950983696e-09,"Pericyte",-0.534281994741945,0.312,5.20046950983696e-09
"ROS1",6098,"ENSG00000047936","L6b",0.774,0.136,3.42570735583618,0.858,0.716,2.4135000603329e-260,1.21353196533598e-255,"IT",2.39715854128862,0.243,3.22762427770294e-120,"IT",2.39715854128862,0.243,3.22762427770294e-120
"SEMA3D",223117,"ENSG00000153993","L6b",0.817,0.153,2.95782912819785,0.879,0.758,5.78692154303939e-256,2.90972202105563e-251,"VLMC",0.220788978283649,0.455,0.0039456825240713,"L5 ET",1.58670328924614,0.477,2.12002910589678e-13
"TNIP3",79931,"ENSG00000050730","L6b",0.548,0.127,2.72868748623027,0.738,0.476,1.57758244338294e-207,7.93224228357374e-203,"L5/6 NP",2.14781761671876,0.15,2.23586792349958e-25,"Pericyte",3.0955153628939,0.281,4.75612558211385e-08
"AARD",441376,"ENSG00000205002","LAMP5",0.455,0.042,2.59243862913096,0.712,0.424,1.90624282185198e-154,9.58477953255395e-150,"L6b",1.19550638813826,0.313,4.09694687573339e-12,"L6b",1.19550638813826,0.313,4.09694687573339e-12
"CBLN4",140689,"ENSG00000054803","LAMP5",0.494,0.115,2.71313246723859,0.708,0.416,1.0206080333091e-121,5.13171925228151e-117,"VIP",1.35747813038492,0.212,9.45326058328362e-27,"IT",2.10098172264231,0.319,3.56978871988166e-68
"CDCA7",83879,"ENSG00000144354","LAMP5",0.432,0.056,2.93717183946029,0.695,0.39,4.39545969611439e-141,2.21008108980328e-136,"PVALB",0.542441503790707,0.317,0.000845936536445461,"PVALB",0.542441503790707,0.317,0.000845936536445461
"CPLX3",594855,"ENSG00000213578","LAMP5",0.52,0.036,3.02166822584201,0.745,0.49,1.23167739144406e-187,6.19299709191986e-183,"PAX6",0.0953147848246321,0.485,0.736169034510292,"L6b",0.587866746628367,0.573,4.92295269144438e-07
"CRABP1",1381,"ENSG00000166426","LAMP5",0.362,0.028,2.9102384734385,0.67,0.34,5.92275982884297e-131,2.97802286954053e-126,"L5/6 IT Car3",1.00004864667696,0.215,0.00431367322526334,"L5/6 IT Car3",1.00004864667696,0.215,0.00431367322526334
"EYA4",2070,"ENSG00000112319","LAMP5",0.891,0.235,3.23129970591488,0.913,0.826,0,0,"Oligodendrocyte",1.82380926905715,0.331,6.02910299268774e-161,"Oligodendrocyte",1.82380926905715,0.331,6.02910299268774e-161
"FGF13",2258,"ENSG00000129682","LAMP5",0.998,0.648,3.49538754389163,0.982,0.964,0,0,"VLMC",0.219389490631556,0.909,9.57058057955852e-05,"PAX6",1.48379824832073,0.97,8.24760460016717e-30
"FREM1",158326,"ENSG00000164946","LAMP5",0.703,0.309,2.8782270902865,0.778,0.556,1.30496741722524e-203,6.56150667055022e-199,"PAX6",0.48298588163524,0.636,0.0859413722593244,"PAX6",0.48298588163524,0.636,0.0859413722593244
"GAD2",2572,"ENSG00000136750","LAMP5",0.998,0.281,2.82112667708409,0.973,0.946,0,0,"PVALB",0.743096431693921,0.956,1.98206558655145e-36,"PAX6",1.397500558593,0.97,2.67282510599638e-36
"HAPLN1",1404,"ENSG00000145681","LAMP5",0.842,0.136,3.04749101586667,0.891,0.782,7.55238627545846e-319,3.79741534316327e-314,"VIP",1.34753516620941,0.384,1.86583366990556e-65,"PVALB",1.70657035697993,0.444,5.91372067765831e-57
"KIT",3815,"ENSG00000157404","LAMP5",0.921,0.151,3.94559380085677,0.944,0.888,0,0,"VLMC",1.84390318351998,0.545,1.63510591362926e-07,"VIP",1.86535572977386,0.576,6.13998303934965e-89
"LAMP5",24141,"ENSG00000125869","LAMP5",0.954,0.098,4.26130733045613,0.967,0.934,0,0,"OPC",3.21373992856443,0.136,3.5761425538249e-228,"IT",3.72826329053015,0.239,0
"LOC102724124",102724124,NA,"LAMP5",0.487,0.031,3.12312466259914,0.731,0.462,1.09217644212836e-181,5.49157236866559e-177,"PAX6",0.327942162999207,0.576,0.0619912295680677,"PAX6",0.327942162999207,0.576,0.0619912295680677
"LOC105371641",105371641,NA,"LAMP5",0.459,0.182,2.55346541083533,0.666,0.332,8.57024762151537e-148,4.30920620657414e-143,"Astrocyte",1.83275147839278,0.266,6.9033025353996e-48,"VLMC",3.84550002387512,0.273,0.0277941792765514
"OPN5",221391,"ENSG00000124818","LAMP5",0.724,0.143,2.55264698797198,0.815,0.63,6.72908439220216e-184,3.38345092324317e-179,"PVALB",0.53022651240208,0.678,0.000712272206571565,"PVALB",0.53022651240208,0.678,0.000712272206571565
"PDGFD",80310,"ENSG00000170962","LAMP5",0.77,0.288,3.42621965592184,0.831,0.662,0,0,"IT",2.66970260115171,0.428,1.122780020527e-144,"IT",2.66970260115171,0.428,1.122780020527e-144
"PKP2",5318,"ENSG00000057294","LAMP5",0.784,0.391,2.98656690955287,0.816,0.632,0,0,"VIP",0.688130942137286,0.663,1.69291951906079e-13,"VIP",0.688130942137286,0.663,1.69291951906079e-13
"SERTM1",400120,"ENSG00000180440","LAMP5",0.534,0.095,2.54227650911625,0.731,0.462,1.71085151731819e-126,8.60233251422757e-122,"L6 CT",1.29736856340078,0.458,8.78294901891884e-15,"L6 CT",1.29736856340078,0.458,8.78294901891884e-15
"SFRP1",6422,"ENSG00000104332","LAMP5",0.638,0.133,2.52478066315577,0.779,0.558,7.60419281039043e-195,3.82346418699241e-190,"VIP",1.45355928527223,0.268,1.3736065605712e-42,"VIP",1.45355928527223,0.268,1.3736065605712e-42
"SV2C",22987,"ENSG00000122012","LAMP5",0.979,0.326,4.87268163988264,0.979,0.958,0,0,"L5 ET",3.93779334057499,0.431,1.60694759783689e-78,"VLMC",5.84632237541789,0.455,5.64496992636688e-24
"ABCC4",10257,"ENSG00000125257","Microglia",0.9,0.613,3.58491327562762,0.868,0.736,0,0,"Endothelial",2.15440132710523,0.557,8.99432473295294e-26,"L5/6 NP",2.77433550194913,0.778,2.16786021130346e-40
"ADAM28",10863,"ENSG00000042980","Microglia",0.879,0.063,5.82074267176335,0.933,0.866,0,0,"L6 CT",4.84359694570134,0.231,1.99831180474483e-134,"L5 ET",5.37201159661169,0.308,1.1356104054293e-49
"ADAMTSL2",9719,"ENSG00000197859","Microglia",0.453,0.251,2.54209628757266,0.636,0.272,2.25332593364532e-139,1.1329948126962e-134,"Endothelial",0.743336192667728,0.243,0.000141429663984884,"L5/6 IT Car3",2.64499403122147,0.477,4.1320869693965e-09
"ADAP2",55803,"ENSG00000184060","Microglia",0.617,0.208,4.67735816071895,0.759,0.518,0,0,"Pericyte",1.05634182508786,0.469,0.0174105338685593,"Pericyte",1.05634182508786,0.469,0.0174105338685593
"ADCY7",113,"ENSG00000121281","Microglia",0.509,0.219,3.41318974046824,0.682,0.364,5.34246003863065e-201,2.68624233202388e-196,"VLMC",1.03995045407056,0.273,0.27627441212427,"L6b",2.32577147606075,0.573,2.27964046305682e-20
"AIF1",199,"ENSG00000237727, ENSG00000235588, ENSG00000235985, ENSG00000206428, ENSG00000204472, ENSG00000234836","Microglia",0.428,0.01,5.42594586921386,0.711,0.422,0,0,"Astrocyte",5.21067283205444,0.015,1.52309259175146e-148,"OPC",5.38831763975333,0.021,1.37869837445806e-120
"AKAP13",11214,"ENSG00000170776","Microglia",0.952,0.756,2.53269433321431,0.849,0.698,1.68279808012689e-307,8.46127702668603e-303,"VLMC",0.568751461898542,0.909,0.598605255615859,"L5/6 IT Car3",2.0523613714712,0.985,2.8142660063875e-08
"ALOX5",240,"ENSG00000012779, ENSG00000275565","Microglia",0.623,0.184,4.52056612760855,0.767,0.534,0,0,"OPC",3.53547564498845,0.215,1.08013668285537e-115,"OPC",3.53547564498845,0.215,1.08013668285537e-115
"ALOX5AP",241,"ENSG00000132965","Microglia",0.369,0.115,4.98380593326084,0.645,0.29,0,0,"Endothelial",4.03085519097444,0.157,2.85016347210117e-08,"Endothelial",4.03085519097444,0.157,2.85016347210117e-08
"ALPK1",80216,"ENSG00000073331","Microglia",0.471,0.248,3.46871498026143,0.648,0.296,1.79834486845658e-183,9.04225783308652e-179,"VLMC",0.154468968316603,0.636,0.544847033116862,"VLMC",0.154468968316603,0.636,0.544847033116862
"AOAH",313,"ENSG00000136250","Microglia",0.931,0.414,3.94745294935932,0.932,0.864,0,0,"Oligodendrocyte",2.98002836959639,0.436,0,"L5 ET",3.65352403598971,0.831,7.10591463197088e-44
"APBB1IP",54518,"ENSG00000077420","Microglia",0.991,0.288,6.27610902082117,0.992,0.984,0,0,"PVALB",5.21995687195775,0.347,0,"Astrocyte",5.46637736906807,0.375,0
"ARHGAP15",55843,"ENSG00000075884","Microglia",0.867,0.39,3.43930464705788,0.876,0.752,0,0,"IT",2.51131662054707,0.489,1.82578947989411e-242,"L5/6 IT Car3",3.29814612897637,0.631,5.53701441309456e-25
"ARHGAP22",58504,"ENSG00000128805","Microglia",0.941,0.527,2.91568148229997,0.912,0.824,0,0,"Oligodendrocyte",1.91592748860322,0.644,1.55415554013981e-169,"L5 ET",3.50795290012115,0.908,8.44571539564723e-52
"ARHGAP25",9938,"ENSG00000163219","Microglia",0.547,0.173,4.07374148440863,0.723,0.446,1.36822045430956e-299,6.8795492663139e-295,"L6 CT",2.78990226592309,0.462,1.05848475628923e-25,"L6 CT",2.78990226592309,0.462,1.05848475628923e-25
"ARHGAP27",201176,"ENSG00000276907, ENSG00000276836, ENSG00000159314","Microglia",0.425,0.24,3.17106915520966,0.62,0.24,3.01113468827969e-132,1.51402863261391e-127,"Endothelial",1.23050633585258,0.386,0.0410870566964859,"Endothelial",1.23050633585258,0.386,0.0410870566964859
"ARHGDIB",397,"ENSG00000111348","Microglia",0.353,0.03,4.24262239242121,0.665,0.33,2.99260979251371e-219,1.50471412977382e-214,"Pericyte",-0.135958636948177,0.312,0.876630483333469,"Pericyte",-0.135958636948177,0.312,0.876630483333469
"ARID3A",1820,"ENSG00000116017","Microglia",0.511,0.404,2.51984220711345,0.6,0.2,2.11628328247598e-110,1.06408839726175e-105,"VLMC",0.812722882537504,0.727,0.0789728017375751,"VLMC",0.812722882537504,0.727,0.0789728017375751
"ARRB2",409,"ENSG00000141480","Microglia",0.524,0.327,2.63592034732467,0.657,0.314,5.45127315729457e-202,2.74095465621928e-197,"VLMC",0.789033662396598,0.091,0.0056602257439331,"L5 ET",2.92847884863195,0.6,1.26219420826423e-19
"ARRDC5",645432,"ENSG00000205784","Microglia",0.373,0.275,3.34137310127695,0.58,0.16,3.33540829878625e-217,1.67707664671272e-212,"Oligodendrocyte",3.06066362137204,0.265,1.89097740009592e-49,"SST",3.27978061098475,0.356,2.90404575392121e-16
"ATP8B4",79895,"ENSG00000104043","Microglia",0.924,0.46,4.00484720718768,0.919,0.838,0,0,"L6b",2.88346313815369,0.529,5.13259776904337e-121,"IT",3.68076769388486,0.602,0
"B4GALT1",2683,"ENSG00000086062","Microglia",0.401,0.162,3.13934757151943,0.638,0.276,3.717006786834e-138,1.86894818248801e-133,"Endothelial",0.258508338267469,0.343,0.558336658991954,"Endothelial",0.258508338267469,0.343,0.558336658991954
"BHLHE41",79365,"ENSG00000123095","Microglia",0.751,0.201,2.96635431125908,0.824,0.648,0,0,"Oligodendrocyte",2.22303110052185,0.251,5.51493436668585e-159,"L6 CT",3.79712283287132,0.311,2.30029849028502e-76
"BIN2",51411,"ENSG00000110934","Microglia",0.592,0.192,4.82611913270105,0.747,0.494,0,0,"Astrocyte",4.49691970482308,0.253,9.88579591823066e-143,"VLMC",5.1485110028489,0.364,0.00191245637191738
"BLNK",29760,"ENSG00000095585","Microglia",0.928,0.178,5.10455203008452,0.951,0.902,0,0,"Astrocyte",4.59294938994614,0.197,0,"L6 CT",4.99177120360593,0.308,1.34696066917324e-184
"BNC2",54796,"ENSG00000173068","Microglia",0.825,0.492,4.55957397540321,0.83,0.66,0,0,"Endothelial",2.11007088452983,0.529,2.85657751262294e-19,"Pericyte",5.77491906602981,0.625,9.61232946829924e-14
"BROX",148362,"ENSG00000162819","Microglia",0.675,0.381,2.92740801247282,0.738,0.476,1.78246653651077e-255,8.96241999222982e-251,"Pericyte",2.13420638916833,0.219,9.19811775712873e-08,"L5 ET",3.09162811595112,0.831,8.14504865320402e-27
"C10orf11",83938,"ENSG00000148655","Microglia",0.999,0.736,3.60575019033476,0.991,0.982,0,0,"Endothelial",1.1535291830173,0.943,1.6129388391441e-40,"OPC",1.90916987214299,0.952,5.33841501425978e-185
"C10orf54",64115,"ENSG00000107738","Microglia",0.452,0.033,3.44839083108253,0.712,0.424,2.31332719287427e-246,1.16316404584911e-241,"Endothelial",-0.12584299998671,0.457,0.837545346534974,"Endothelial",-0.12584299998671,0.457,0.837545346534974
"C12orf75",387882,"ENSG00000235162","Microglia",0.428,0.129,3.69514333821113,0.67,0.34,1.7394436087292e-207,8.74609640905131e-203,"PAX6",2.37626853760946,0.242,7.41701898441169e-05,"L6b",3.09284393892721,0.297,4.15715890398672e-26
"C1QA",712,"ENSG00000173372","Microglia",0.367,0.007,4.99555337560166,0.681,0.362,3.23727850032949e-313,1.62773600275067e-308,"Astrocyte",4.78786422950128,0.013,2.82869710783229e-119,"Astrocyte",4.78786422950128,0.013,2.82869710783229e-119
"C1QB",713,"ENSG00000173369","Microglia",0.485,0.014,5.28793953929822,0.739,0.478,0,0,"Astrocyte",4.52063450219482,0.023,4.14526882372726e-162,"Endothelial",5.64133291485501,0.029,8.68820294891434e-19
"C1QC",714,"ENSG00000159189","Microglia",0.557,0.006,4.12837026549098,0.777,0.554,0,0,"Astrocyte",4.00547720385059,0.013,1.22169763245801e-195,"L5 ET",4.16213743413653,0.015,2.88520990494107e-21
